segment,train,sampling,duration,len,mean,var,std,kurtosis,skew,n_peaks,smooth10_n_peaks,smooth20_n_peaks,diff_peaks,diff2_peaks,diff_var,diff2_var,gaps_squared,len_weighted,var_div_duration,var_div_len,anomaly,channel
1868,1,5,75,16,3.6958235864872786e-06,1.4956976292410882e-10,1.222820213290823e-05,-1.464398423918814,-0.04881732908081425,1,1,2,1,3,2.5933851197777832e-11,6.9154134116332975e-12,375,80,1.994263505654785e-12,9.348110182756801e-12,0,CADC0872
151,1,1,203,204,2.2808060986626162e-06,2.390355594206416e-10,1.499210562622195e-05,-1.428060956263715,-0.09212988496500256,1,1,1,61,67,5.133978455374618e-13,8.562831004822683e-13,203,204,1.1733236942148751e-12,1.1675924529949079e-12,0,CADC0872
109,1,1,177,178,1.919168245154169e-06,3.0811503290197536e-10,1.7120404724544974e-05,-1.3827358105218013,-0.014290927098895873,6,1,1,30,42,5.621143256228723e-12,1.5944954592611315e-11,177,178,1.7246594176642183e-12,1.7150578226050566e-12,0,CADC0872
1838,1,5,85,18,3.3079363516737134e-06,4.735636323895978e-10,2.176142746086287e-05,-1.3735551635187384,0.04272125631897307,1,1,2,1,3,6.422301207161407e-11,1.1059469169752901e-11,425,90,5.571336851642327e-12,2.6309090688310987e-11,0,CADC0872
92,0,1,160,161,-4.15173119558484e-06,2.5593798478203136e-10,1.5841315594717914e-05,-1.4052466342648482,-0.08092892517900901,1,1,1,39,48,1.7624241384919903e-12,4.130491705326393e-12,160,161,1.5959845788878259e-12,1.5860936427365544e-12,0,CADC0872
61,0,1,206,207,5.092839268547392e-07,6.351853725403991e-10,2.5200864018483556e-05,-1.4330286546100106,-0.030894148295816652,1,1,1,57,70,9.102702788606723e-13,1.0373066756276377e-12,206,207,3.0741708638405206e-12,3.05936339738083e-12,0,CADC0872
1868,0,5,75,16,3.7747461907638413e-06,1.429455370194365e-10,1.191783999981454e-05,-1.4663030581397656,-0.07217703517735746,1,1,2,1,2,2.378517359294642e-11,4.369217202569316e-12,375,80,1.9059404935924867e-12,8.934096063714782e-12,0,CADC0872
2078,0,5,75,16,8.594388740022358e-07,6.173096546551659e-10,2.4845684201532955e-05,-1.4973748219228853,-0.05316970797196735,1,1,2,1,2,1.009773489466603e-10,1.203770928333894e-11,375,80,8.230795395402214e-12,3.858185341594787e-11,0,CADC0872
1981,1,5,220,45,3.866097509504221e-06,9.264281849302081e-10,3.0343489926029505e-05,-1.4749614563798288,-0.034763742110809154,1,1,1,6,14,1.8845845422412217e-11,1.9876109662475296e-12,1100,225,4.210733989403471e-12,2.0585842840591583e-11,0,CADC0872
1846,1,5,90,19,7.795209954892202e-06,3.704261066329278e-10,1.92463680939236e-05,-1.2143942260226994,-0.07443300436850565,1,1,2,2,3,4.9173240976944e-11,1.235884636551287e-11,450,95,4.115845629254753e-12,1.949611087541725e-11,0,CADC0872
159,1,1,232,233,3.7761842164218536e-06,8.760009463382577e-10,2.9597022922899637e-05,-1.4342113454416667,-0.07140029805943911,1,1,1,62,74,1.0723699664118254e-12,1.1422451563524857e-12,232,233,3.7600892925376806e-12,3.744018621213108e-12,0,CADC0872
1867,0,5,100,21,6.588031507213979e-07,1.1106389254224702e-10,1.0538129066387757e-05,-1.490171883243083,-0.15689089494766706,1,1,2,3,4,1.1436537421272212e-11,4.629315080563676e-12,500,105,1.1106389254224704e-12,5.288756787726049e-12,0,CADC0872
33,0,1,227,228,3.8074067055130722e-06,4.838024135663845e-10,2.1772659131264052e-05,-1.339118039244803,-0.09911786687371199,1,1,1,61,67,2.1454936179597483e-12,5.567631938991723e-12,227,228,2.128546897485537e-12,2.1192227264131943e-12,0,CADC0872
2093,0,5,80,17,3.462127647374871e-06,1.9349184072537634e-10,1.3733468000987382e-05,-1.129525782594463,-0.28902304494058434,1,1,2,1,2,2.8222101555735412e-11,3.9397427290913766e-12,400,85,2.418648009067205e-12,1.1381872983845669e-11,0,CADC0872
2045,1,5,234,47,1.7265902814699793e-06,7.594126012172334e-10,2.753656019036286e-05,-1.4582573320199834,-0.045847402015255195,1,1,1,4,14,1.3448090254367755e-11,1.5123488400250408e-12,1174,239,3.231640442882678e-12,1.582188763933621e-11,0,CADC0872
2046,1,5,235,48,2.8674715820307025e-06,2.9855141086040995e-10,1.726939361054114e-05,-1.3776994595646928,-0.0903200315551839,1,1,1,5,18,5.231582220160587e-12,1.1822936351417271e-12,1175,240,1.270431535576213e-12,6.2198210595918756e-12,0,CADC0872
161,1,1,234,235,4.710189724269495e-07,6.007743977632032e-10,2.3782520223680835e-05,-1.4458607286788419,-0.03447370996138541,1,1,1,64,74,8.108896054924714e-13,9.952244823550935e-13,234,235,2.5700033460206926e-12,2.5590558330403024e-12,0,CADC0872
1871,1,5,75,16,5.654731090984715e-06,2.1021846402796025e-10,1.4198725561849748e-05,-1.443748675452877,-0.0897763807254097,1,1,2,1,3,3.464552365591818e-11,4.794027825131165e-12,375,80,2.8029128537061373e-12,1.3138654001747517e-11,0,CADC0872
1892,1,5,90,19,-3.949230632310093e-06,3.8820404635863955e-10,1.959631208607798e-05,-1.3639511560648512,0.14440719016162545,1,1,2,1,4,5.038978350364982e-11,1.0957599265038168e-11,450,95,4.313378292873774e-12,2.0431791913612612e-11,0,CADC0872
2024,1,5,215,44,-5.3635564922542004e-06,2.6973468892395234e-10,1.616651363687189e-05,-1.4889137142052593,-0.013421224033891491,1,1,1,8,14,6.070628364274944e-12,1.547871592155595e-12,1075,220,1.2545799484834995e-12,6.130333839180736e-12,0,CADC0872
2054,0,5,252,51,2.205329254505729e-06,5.283387284229923e-10,2.2964671029136257e-05,-1.4686261504101923,-0.010670209509922013,1,1,1,5,17,8.30379001063732e-12,1.0447223114997096e-12,1266,257,2.0924252590052947e-12,1.0275401292611014e-11,0,CADC0872
1987,0,5,272,55,-6.232974402757874e-07,3.653782256942845e-10,1.905361650257699e-05,-1.4759676467887564,-0.04607966824635969,1,1,1,11,18,5.192079726904962e-12,1.4218799822816073e-12,1372,277,1.3384227788356662e-12,6.5717391205856904e-12,0,CADC0872
1822,0,5,75,16,1.041211549528744e-05,6.448993809248742e-10,2.538974089511065e-05,-1.3942672604226563,-0.1005032054882019,1,1,2,1,2,1.016560645030787e-10,1.551655481120079e-11,375,80,8.598658412331655e-12,4.030621130780463e-11,0,CADC0872
1875,1,5,100,21,6.326459305671814e-06,3.4071383607745556e-10,1.8430459408361506e-05,-1.4689093884058657,-0.0225529844770748,1,1,2,2,4,3.4943826734913407e-11,6.821750417060341e-12,500,105,3.4071383607745564e-12,1.6224468384640747e-11,0,CADC0872
2053,1,5,264,53,5.492576655166353e-06,1.016991786978605e-09,3.1879293996776825e-05,-1.406337701385501,-0.08922357716818034,1,1,1,5,18,1.3929938785470455e-11,1.616670613423546e-12,1324,269,3.839432119824155e-12,1.8841497693275844e-11,0,CADC0872
1941,1,5,617,124,-4.5767793448725197e-07,8.116602106709783e-10,2.7653605109844645e-05,-1.4301985688880716,-0.08436981735216595,1,1,1,30,39,2.3643869812297973e-12,8.125558749165688e-13,3086,622,1.3402457106476318e-12,6.646313334615263e-12,0,CADC0872
2099,1,5,80,17,-7.144098830727895e-06,5.899235234340051e-10,2.425296548689316e-05,-1.433517185326784,-0.009233909067381545,1,1,2,1,1,8.232724708915961e-11,1.200282879917641e-11,400,85,7.374044042925064e-12,3.470138373141206e-11,0,CADC0872
1919,0,5,101,21,1.2036818814206914e-05,5.75928248768334e-10,2.3967207623437736e-05,-1.194514207723934,-0.27559175863628566,1,1,1,1,4,5.2509834620624045e-11,5.854994867833112e-12,506,106,5.698934306112594e-12,2.7150844787023337e-11,0,CADC0872
2026,1,5,222,45,2.227391677223885e-06,2.7673284427600954e-10,1.613328037635349e-05,-1.466867808502876,-0.012972785192267178,1,1,1,8,15,5.723848582435727e-12,1.2584843239408762e-12,1113,227,1.236567443488224e-12,6.0477055723717044e-12,0,CADC0872
1984,0,5,238,48,-5.366412003922159e-07,8.62985748939724e-10,2.9367767906291847e-05,-1.48346970116409,-0.03359648590676327,1,1,1,8,15,1.5333990823342045e-11,2.0978993172046747e-12,1192,243,3.6199001793992204e-12,1.7727661467926415e-11,0,CADC0872
2117,0,5,152,31,-1.826651197464738e-05,1.6291522294841692e-10,1.2643835092150496e-05,-1.3085984754399131,-0.169488924932226,1,1,1,3,7,5.886342465966311e-12,9.808251415091742e-13,763,157,1.0769207576849401e-12,5.2121604466064816e-12,0,CADC0872
1984,0,5,235,48,2.6464088547991857e-06,4.63258624403902e-10,2.1336544053566088e-05,-1.330553772974535,-0.14816196696519424,1,1,1,5,16,8.172046076874747e-12,1.2234241297295415e-12,1175,240,1.9713132953357534e-12,9.651221341747958e-12,0,CADC0872
1982,0,5,270,55,2.766849124380451e-06,3.1012355990063834e-10,1.749893208762793e-05,-1.4985001101043742,-0.00652953439257716,1,1,1,6,18,4.349323622660432e-12,7.233786432539719e-13,1355,275,1.1469847157146906e-12,5.6386101800116055e-12,0,CADC0872
1981,1,5,222,45,-6.786653757214343e-07,1.8299096945722136e-10,1.34637445939555e-05,-1.5234232669362797,0.05184362177867098,1,1,1,10,15,4.100624844383551e-12,1.3133964007879198e-12,1122,225,8.239809537802909e-13,4.064031288010832e-12,0,CADC0872
1925,1,5,95,20,-1.947922680105451e-06,1.228263498548625e-10,1.1003211203217197e-05,-1.4458153854852784,0.10733296314352833,1,1,1,3,5,1.4746678985962192e-11,5.449057258501804e-12,475,100,1.292908945840658e-12,6.1413174927431264e-12,0,CADC0872
1856,1,5,95,20,7.246908977589941e-06,3.9594024455123274e-10,1.9615991702010714e-05,-1.1992375436629372,-0.22495960245556787,1,1,1,3,4,4.346376365556763e-11,1.3970391011482282e-11,475,100,4.167792047907713e-12,1.9797012227561638e-11,0,CADC0872
2053,1,5,235,48,3.2431169471259518e-06,4.119479282606837e-10,1.9966760827260912e-05,-1.1718450786169947,-0.2595828530509006,1,1,1,5,17,6.365129657907688e-12,1.1533656140124392e-12,1175,240,1.752969907492271e-12,8.582248505430911e-12,0,CADC0872
1922,0,5,95,20,1.4357864328804617e-07,2.520669287804834e-10,1.5677723761166876e-05,-1.5193335960858239,0.09762895623151638,1,1,2,1,6,2.7820472485219968e-11,7.103806234238259e-12,475,100,2.653336092426142e-12,1.2603346439024171e-11,0,CADC0872
1801,1,5,580,117,8.772360588364127e-06,2.713438910111655e-10,1.627893776580414e-05,-1.3334541288736939,-0.12229491433864598,1,1,1,31,42,1.2537572158842549e-12,1.1048156542803491e-12,2901,585,4.736108193120245e-13,2.3475419271430398e-12,0,CADC0872
1979,1,5,232,47,2.2507100760663706e-06,8.824267450117622e-10,2.9434748858080597e-05,-1.1532197633420653,-0.2597376664116357,1,1,1,5,15,1.536132410027146e-11,1.816043316841806e-12,1161,237,3.810518198110265e-12,1.864987963944314e-11,0,CADC0872
1975,0,5,274,55,-8.64303167782827e-07,4.931037813876016e-10,2.216406487979163e-05,-1.4590551500892837,-0.0452260317067959,1,1,1,9,17,6.83620678108021e-12,1.6266512675276062e-12,1378,278,1.792754047003553e-12,8.8302087914481e-12,0,CADC0872
205,1,1,446,447,4.188158693645945e-06,2.518255848093252e-10,1.5862045397195773e-05,-1.3875865494325947,-0.09424356555281993,1,1,1,133,146,2.9800064911473864e-13,7.299521835576752e-13,446,447,5.660769354659588e-13,5.648058663775394e-13,0,CADC0872
90,0,1,176,177,6.845829759062625e-07,2.8210844202277827e-10,1.6683886065872095e-05,-1.3776783629429676,-0.09336577013559103,1,1,1,51,57,6.04396693001228e-13,7.317760857444552e-13,176,177,1.5953158403970938e-12,1.5863450613239713e-12,0,CADC0872
1916,0,5,100,21,9.349411381552358e-06,4.6070826944829054e-10,2.1439095254407446e-05,-1.4009806524994677,-0.2581513097594348,1,1,1,1,4,4.54283236499012e-11,7.600400804876783e-12,500,105,4.607082694482906e-12,2.1938489021347177e-11,0,CADC0872
214,1,1,484,485,1.8885683590689818e-06,2.6435156291214124e-10,1.6255497988326028e-05,-0.8124014958546805,-0.5777634783024231,1,1,1,142,153,3.0484607071613446e-13,7.963983269040599e-13,484,485,5.454511061118665e-13,5.443278524526792e-13,0,CADC0872
208,1,1,452,453,3.6399446956132892e-06,2.7313489176970395e-10,1.6369546169788726e-05,-1.3314725749866059,-0.18493018745805945,1,1,1,133,148,3.003656426440413e-13,7.209894019064323e-13,452,453,6.082068831041708e-13,6.068544533694111e-13,0,CADC0872
2103,1,5,80,17,-3.7026580618263073e-06,5.41447282329172e-10,2.3105576708241234e-05,-1.429766787327372,-0.04771683611739735,1,1,2,1,1,7.420966383857521e-11,9.189110643030129e-12,400,85,6.7680910291146495e-12,3.184984013701012e-11,0,CADC0872
2025,0,5,240,49,1.5681448231843442e-06,2.8303658467472485e-10,1.6810937403212596e-05,-1.4133522855975995,-0.09039801887889767,1,1,1,10,16,5.094539611332695e-12,1.4953292077416005e-12,1200,245,1.1793191028113536e-12,5.776256830096426e-12,0,CADC0872
1980,1,5,235,48,2.9806729055091574e-06,5.833142488328093e-10,2.408152594861045e-05,-0.8763766231651033,-0.4769292019243644,1,1,1,7,16,8.874041104740775e-12,1.7303393072538142e-12,1175,240,2.4821882929055718e-12,1.2152380184016863e-11,0,CADC0872
1892,0,5,95,20,-3.67322339044738e-06,4.820786942593521e-10,2.1795052787851043e-05,-1.436628273782186,0.23442654186638912,1,1,1,2,6,5.865573366575604e-11,2.3188242281565074e-11,475,100,5.074512571151075e-12,2.410393471296761e-11,0,CADC0872
1959,0,5,426,86,2.866244528363618e-06,6.909908562246538e-10,2.623024482115387e-05,-0.789519788477323,-0.6956261868990828,1,1,1,20,28,2.5619594599035917e-12,8.489066173154802e-13,2138,431,1.6127854042475626e-12,7.97073145227997e-12,0,CADC0872
2004,1,5,250,51,-2.1441711134273005e-06,2.206173095143889e-10,1.4178517634290522e-05,-0.9996190450723017,-0.33681150229240153,1,1,1,12,15,3.364238390589932e-12,1.2203812278174476e-12,1250,255,8.824692380575558e-13,4.325829598321352e-12,0,CADC0872
164,1,1,226,227,-2.8142019890074628e-06,7.923621786939226e-10,2.812197357208772e-05,-1.458189935166133,-0.02945753200593398,1,1,1,59,74,1.0186099019955e-12,1.08741736453221e-12,226,227,3.493062464836833e-12,3.477722418359664e-12,0,CADC0872
1922,0,5,95,20,-2.288449871007949e-06,1.6172946640174661e-10,1.2708342755824161e-05,-1.5205217252890293,-0.04033534815235246,1,1,2,1,6,1.8480885689091153e-11,5.024438122716089e-12,475,100,1.7024154358078592e-12,8.08647332008733e-12,0,CADC0872
2037,1,5,215,44,6.928262848180073e-07,4.301912640622005e-10,2.0732075638438774e-05,-1.469278466728453,-0.016797290302730108,1,1,1,7,14,9.297640054176557e-12,1.8884127930701135e-12,1075,220,2.0008896002893053e-12,9.777074183231833e-12,0,CADC0872
214,0,1,635,636,4.728968354215844e-06,4.568404915169181e-10,2.1264896717470635e-05,-1.0290542856687437,-0.5577240942920973,1,1,1,195,214,3.0607281282254686e-13,7.53884762492019e-13,635,636,7.739787282252977e-13,7.726080645293767e-13,0,CADC0872
9,0,1,253,254,7.5417117289697e-06,5.405805611333621e-10,2.324779024889967e-05,-1.4745299970019827,-0.052284311298422814,1,1,1,73,79,1.1370449778470739e-12,2.14616104762776e-12,253,254,2.1350194079437514e-12,2.126618796904278e-12,0,CADC0872
207,1,1,454,455,2.6855623661071016e-06,2.716721126958195e-10,1.6275876670030965e-05,-1.3162051299330129,-0.20054520211895616,1,1,1,134,149,2.9449617054456967e-13,7.124670029912762e-13,454,455,5.993421026706433e-13,5.980225729048957e-13,0,CADC0872
1984,1,5,187,38,-2.3741156999702357e-06,2.8797690756995425e-10,1.5985181877304945e-05,-1.0741712469080853,-0.295652815426562,1,1,1,6,12,7.696329390699778e-12,1.2170378252641095e-12,938,192,1.5530486710801088e-12,7.561330966719038e-12,0,CADC0872
1835,1,5,95,20,-2.1422253676126033e-06,2.6702616929702387e-10,1.626619050685008e-05,-1.4103824602489143,0.11666746067968374,1,1,1,2,5,3.1296012229441817e-11,9.297337946000306e-12,475,100,2.8108017820739354e-12,1.3351308464851193e-11,0,CADC0872
2040,1,5,231,47,2.458163194323813e-06,7.085026747363037e-10,2.6612436085584515e-05,-1.3683977615143832,-0.10808798294960893,1,1,1,4,12,1.3046793086529847e-11,1.235285800542989e-12,1164,236,3.054834257741001e-12,1.5000671838188076e-11,0,CADC0872
2033,1,5,220,45,1.2762015301534366e-06,5.474625075028765e-10,2.2851832588701015e-05,-1.470653779050751,-0.013088636477619684,1,1,1,6,14,1.1417754881362859e-11,1.8125641899272828e-12,1100,225,2.4884659431948932e-12,1.2165833500063923e-11,0,CADC0872
1890,0,5,95,20,-2.9710390737534356e-06,4.2462672322264565e-10,2.0295500515359523e-05,-1.3816233603064099,0.13111221316346694,1,1,1,1,5,5.0654402199239087e-11,1.2045939129718337e-11,475,100,4.469754981291007e-12,2.1231336161132285e-11,0,CADC0872
1881,1,5,75,16,1.3794436501330061e-05,5.436332284445259e-10,2.3307280733937957e-05,-1.347509588673682,-0.12050635808338858,1,1,2,1,3,8.904799190588437e-11,1.4296145154801709e-11,375,80,7.248443045927013e-12,3.3977076777782873e-11,0,CADC0872
2026,1,5,220,45,3.980928565558446e-06,2.2597549554451317e-10,1.4156061978738322e-05,-1.4914685289901144,0.004641919155762217,1,1,1,7,14,4.85670538236752e-12,1.2821973707735667e-12,1100,225,1.0271613433841503e-12,5.021677678766959e-12,0,CADC0872
2033,1,5,215,44,4.958093484443617e-06,6.553987512885084e-10,2.550126164656642e-05,-1.2118304431330633,-0.19459995442233394,1,1,1,3,11,1.277201081525904e-11,1.1270972036645619e-12,1075,220,3.0483662850628296e-12,1.4895426165647917e-11,0,CADC0872
2040,0,5,251,51,2.7757940950929505e-06,7.495727434249218e-10,2.7370003055689976e-05,-1.2584281457587407,-0.17297660213736066,1,1,1,5,17,1.0900626884084354e-11,1.6232587197606975e-12,1255,256,2.9831856906359955e-12,1.4624883219846856e-11,0,CADC0872
1983,1,5,223,45,2.3424117144414987e-06,6.362193795088764e-10,2.5062274425970194e-05,-1.477263098747949,-0.07711396249263469,1,1,1,4,16,1.2776339629546856e-11,1.6825946562073702e-12,1115,228,2.8444539019406246e-12,1.3911262323053652e-11,0,CADC0872
1833,1,5,75,16,-3.878829503743528e-06,2.500310528560174e-10,1.5808872964571935e-05,-1.513337217947083,0.07632896459666319,1,1,2,1,3,4.2307502507434425e-11,1.0012055154936753e-11,375,80,3.3337473714135663e-12,1.562694080350109e-11,0,CADC0872
62,0,1,182,183,8.569135730654022e-07,4.0116340259960604e-10,1.9582194847766228e-05,-1.486134353741355,-0.04015200700321132,1,1,1,50,56,8.100721021691475e-13,9.476605533228174e-13,182,183,2.212111684290738e-12,2.1999781932852655e-12,0,CADC0872
44,1,1,182,183,-4.113688826204643e-06,2.473615190539225e-10,1.566274831031523e-05,-1.016162875925633,-0.3328637339830909,1,1,1,42,50,2.4978065096581376e-12,6.316916443262204e-12,182,183,1.3555453386881112e-12,1.348156919474986e-12,0,CADC0872
115,0,1,180,181,6.707813739070002e-06,7.662787318093579e-10,2.7676943259070133e-05,-1.4889299239031113,-0.037505997583835285,1,1,1,44,58,1.1746791913602148e-12,7.332406191110468e-13,180,181,4.257104065607544e-12,4.233584153642861e-12,0,CADC0872
1828,0,5,80,17,9.071338305838786e-06,4.66735246592314e-10,2.1459320018028718e-05,-1.308375370440875,-0.05109949277738901,1,1,2,1,3,6.894273579382739e-11,1.273326956841796e-11,400,85,5.834190582403925e-12,2.7455014505430233e-11,0,CADC0872
89,0,1,175,176,2.581574342841703e-06,3.553706570733427e-10,1.8470255650724936e-05,-1.3989439457697372,-0.07946582769384872,1,1,1,49,56,6.95820214893638e-13,7.091601884601727e-13,175,176,2.0300496778750694e-12,2.0185174300428075e-12,0,CADC0872
55,1,1,171,172,2.8072636154865358e-06,4.703430711031158e-10,2.1346136251252155e-05,-1.105220707782189,-0.3084818718946214,1,1,1,43,48,2.4656002729769215e-12,5.394501060013733e-12,171,172,2.7241106543898133e-12,2.7084213004479965e-12,0,CADC0872
2087,0,5,80,17,2.0244037418526403e-06,4.17188868530446e-10,2.040570774806452e-05,-1.4864385101391657,-0.04732589355853012,1,1,2,1,2,6.0315664390941e-11,6.5784156043486505e-12,400,85,5.214860856630575e-12,2.454052167826153e-11,0,CADC0872
176,1,1,282,283,-6.673506314721359e-06,1.9707604009633557e-10,1.3891208326127504e-05,-1.033972133882691,-0.35873695191675414,1,1,1,86,92,3.869055138208871e-13,8.77811133301167e-13,282,283,7.029040173695346e-13,7.004044580277374e-13,0,CADC0872
1899,1,5,90,19,2.7107127954293755e-06,4.301001563264742e-10,2.0675145486359807e-05,-1.2943817536372821,-0.07484518627653557,1,1,1,1,3,4.974180959990085e-11,1.2635543064851332e-11,450,95,4.7788906258497144e-12,2.2636850332972333e-11,0,CADC0872
54,0,1,177,178,1.6377738723107174e-06,6.625408409345844e-10,2.5612761310241883e-05,-1.2934210585629287,-0.18571424617647234,1,1,1,41,45,2.509591753768146e-12,4.72185638094492e-12,177,178,3.7294042936107195e-12,3.708521957959369e-12,0,CADC0872
2055,1,5,251,51,9.891010705182857e-07,7.4267335442874e-10,2.693870899922974e-05,-1.463437793552956,-0.009774184415330333,1,1,1,4,17,1.159101028704419e-11,1.303223358352727e-12,1258,256,2.941274781644123e-12,1.4420786885517086e-11,0,CADC0872
197,0,1,320,321,-3.9100856627048135e-06,1.2743236217411495e-10,1.1134189164861267e-05,-1.0877814413463756,-0.26507418243630304,1,1,1,87,101,2.782009452520359e-13,6.553103617441073e-13,320,321,3.950627657119593e-13,3.938413690534098e-13,0,CADC0872
2094,0,5,80,17,2.328901021462251e-06,3.6238462785211965e-10,1.8225979724490963e-05,-1.2805504618896582,-0.1751780370077763,1,1,2,1,2,5.228951805678501e-11,6.327673868938955e-12,400,85,4.529807848151497e-12,2.131674281483057e-11,0,CADC0872
1937,0,5,613,123,-1.7219759268567878e-05,1.5589407279650272e-10,1.2428243135467875e-05,-1.2873201358746822,-0.13814153254372197,1,1,1,37,41,5.669444699469134e-13,7.795309378633519e-13,3066,618,2.531985729468627e-13,1.2557884446774185e-12,0,CADC0872
2100,1,5,80,17,-4.2757757048760825e-06,6.870570215808612e-10,2.6209239351805583e-05,-1.4277138153717999,-0.068763797940579,1,1,2,1,0,9.393383469375017e-11,1.2444844109351793e-11,400,85,8.588212769760767e-12,4.041511891652126e-11,0,CADC0872
1984,1,5,227,46,1.5700371918309697e-06,9.322994128951839e-10,3.0394795694252312e-05,-1.476492828179746,-0.028540758394389104,1,1,1,4,15,1.774543201103191e-11,1.8312994853276817e-12,1138,232,4.086216432167708e-12,1.999289522933902e-11,0,CADC0872
41,1,1,193,194,2.5647072020168312e-06,4.4430089870912854e-10,2.03622426186213e-05,-1.3065083758211982,-0.1587967955765643,1,1,1,36,36,2.1356926163804655e-12,4.886752952746716e-12,193,194,2.3029597250546395e-12,2.2910836683079946e-12,0,CADC0872
2044,0,5,248,50,4.212700896114995e-06,7.245882672332793e-10,2.691795539705932e-05,-1.0587994229167568,-0.34350851263360094,1,1,1,6,18,9.982097688892e-12,1.755264442829984e-12,1241,253,2.917813138381886e-12,1.4301097730357404e-11,0,CADC0872
2049,1,5,223,45,1.0444884475793934e-06,4.51871500224917e-10,2.1166946514100584e-05,-0.7211411271373795,-0.5860803663765384,1,1,1,4,15,7.023206557541512e-12,7.747754379837132e-13,1118,228,2.017081114020415e-12,9.865205086486483e-12,0,CADC0872
153,1,1,205,206,-2.6707739698719398e-06,5.827520705675973e-10,2.4068449445916875e-05,-1.4073901937731137,-0.07195689352341723,1,1,1,55,65,8.648811242594781e-13,9.52429892432576e-13,205,206,2.8374571292581593e-12,2.82370823692931e-12,0,CADC0872
2093,0,5,80,17,1.042888367125631e-06,5.451245718886532e-10,2.32784714727342e-05,-1.4905177985906906,-0.022114371781712612,1,1,2,1,2,7.841788759903451e-11,8.847419063521248e-12,400,85,6.814057148608165e-12,3.2066151287567834e-11,0,CADC0872
2027,1,5,224,45,5.963063700592565e-07,3.6681269309407103e-10,1.896762118858913e-05,-1.4470044674311104,-0.02769365866115342,1,1,1,8,15,7.451161109995079e-12,1.3363590382899654e-12,1121,229,1.6319936919372936e-12,7.982391421871148e-12,0,CADC0872
205,1,1,442,443,8.584772703314575e-06,6.319200763318721e-10,2.5135190409296907e-05,-0.7659961075773539,-0.56808458818743,1,1,1,136,149,3.4620049702675024e-13,7.350793335636958e-13,442,443,1.4282739235423306e-12,1.4250529635549057e-12,0,CADC0872
2029,1,5,261,53,1.1579061113220337e-06,8.166670635907978e-10,2.8501245503023916e-05,-1.3864195501073426,-0.0661570258804822,1,1,1,5,17,1.1623423733921846e-11,1.294038064389317e-12,1306,266,3.1217769039834315e-12,1.5316126065856913e-11,0,CADC0872
2091,1,5,75,16,5.971642351097028e-07,4.247322948519983e-10,2.0308636445707523e-05,-1.4607302545299454,-0.1076965292784712,1,1,2,1,1,6.91981672188771e-11,1.0521362460822586e-11,375,80,5.663097264693311e-12,2.6545768428249896e-11,0,CADC0872
1959,1,5,224,45,-6.0787992514393e-06,7.500832383388003e-11,8.639244902086778e-06,-1.5077197187227709,0.022087963629783908,1,1,1,6,15,1.7138511239768994e-12,6.802866090560336e-13,1124,229,3.334762479998205e-13,1.6311223087111603e-12,0,CADC0872
2026,0,5,236,48,2.621655609175118e-07,4.0254323135454786e-10,2.0016460164729336e-05,-1.4713631644192646,-0.019758083088862094,1,1,1,5,14,7.256717827689686e-12,1.122177421823203e-12,1181,241,1.706132586982953e-12,8.353621944099599e-12,0,CADC0872
60,0,1,180,181,1.166394077879385e-06,6.22118854573099e-10,2.436589638856433e-05,-1.4452574814121835,-0.07240229464785519,1,1,1,36,39,2.691929713703218e-12,5.3171007310646944e-12,180,181,3.4562158587394395e-12,3.4371207434977847e-12,0,CADC0872
2037,1,5,225,46,1.6074375619649885e-07,6.632514274241214e-10,2.4855572192823804e-05,-1.4871197726528358,-0.00792775022621835,1,1,1,3,11,1.3056778303438255e-11,1.5682976084527474e-12,1127,230,2.9471345302250006e-12,1.4418509291828725e-11,0,CADC0872
188,0,1,309,310,8.997089763373376e-06,3.5622012360268874e-10,1.852158601240093e-05,-1.0419464154778666,-0.3207824813168614,1,1,1,88,104,4.029119927791735e-13,7.590839634743698e-13,309,310,1.1554651660775393e-12,1.1517292355272164e-12,0,CADC0872
1867,0,5,75,16,3.3389273162904513e-06,1.3455717162997675e-10,1.1598413828245532e-05,-1.474362258718477,-0.052165423164185286,1,1,2,1,2,2.2804981558309378e-11,5.116084418285221e-12,375,80,1.7940956217330234e-12,8.409823226873547e-12,0,CADC0872
1840,1,5,90,19,1.1719312114109393e-07,5.639460905583973e-10,2.374514984106152e-05,-1.2625041619698965,0.06938644834676824,1,1,2,1,3,7.040570685965789e-11,1.141027465752733e-11,450,95,6.2660676728710815e-12,2.968137318728407e-11,0,CADC0872
2114,1,5,162,33,-1.7444942963649517e-05,1.903423763429496e-10,1.287479869059549e-05,-1.215922106729788,-0.23204847884019594,1,1,1,3,10,5.7474821094754235e-12,1.063570852571687e-12,812,167,1.15968713379337e-12,5.626996829565012e-12,0,CADC0872
1926,1,5,95,20,-2.0958190461200806e-06,1.2011092569656693e-10,1.087364746671107e-05,-1.4005516095337638,0.13038549291019505,1,1,1,4,5,1.5451980236513854e-11,7.099951242696717e-12,475,100,1.2643255336480731e-12,6.0055462848283474e-12,0,CADC0872
131,0,1,189,190,3.747559758375049e-06,6.219797930064024e-10,2.4936351973547293e-05,-1.473361192272858,-0.0457793867964926,1,1,1,53,66,1.0260463936950821e-12,1.038588337429886e-12,189,190,3.277506386614287e-12,3.260325990273103e-12,0,CADC0872
